0.000000000000000000e+00 1.000000000000000000e+01 1.000000000000000000e+00
5.410166978836059570e-01 1.873725507301172399e+01 4.745101460234497637e-01
1.063073754310607910e+00 1.895100621416373343e+01 -4.700774451013933763e-02
1.577092885971069336e+00 1.864374661726135329e+01 -5.675118069224895923e-01
1.594859123229980469e+00 1.806818803547696106e+01 -5.836051182277179894e-01
1.650808334350585938e+00 1.745486782303792239e+01 -6.430353066503620152e-01
1.504220008850097656e+00 1.688437154803116869e+01 -4.979572433631465067e-01
1.516474723815917969e+00 1.638622801676760687e+01 -4.983298191639780050e-01
1.619146108627319336e+00 1.582746336162941603e+01 -6.192002063681378843e-01
1.452244997024536133e+00 1.530141700092031698e+01 -4.328915613757444714e-01
1.353879451751708984e+00 1.491904741745022989e+01 -3.318483208201639112e-01
1.432147502899169922e+00 1.454782031560226585e+01 -4.106049292014464225e-01
1.301489353179931641e+00 1.420072916199070789e+01 -2.835773780216668261e-01
1.323648929595947266e+00 1.390580045550667876e+01 -3.062790812720719291e-01
1.237546443939208984e+00 1.364823051075622828e+01 -2.088608082288248013e-01
1.256867170333862305e+00 1.343432890343190422e+01 -2.189407374897689440e-01
1.138005256652832031e+00 1.328052119400757647e+01 -8.867635028893738891e-02
1.321104526519775391e+00 1.311019417430335210e+01 -2.519772122823600302e-01
1.181263327598571777e+00 1.293041481321409947e+01 -1.075804370125386100e-01
1.260982513427734375e+00 1.278313689527702479e+01 -1.869757564894858337e-01
1.258119463920593262e+00 1.260476608992509284e+01 -1.697638276564614745e-01
1.202381134033203125e+00 1.247220170271423001e+01 -9.536673490461278213e-02
1.162937879562377930e+00 1.239820305831874236e+01 -5.263126914210691787e-02
1.110235452651977539e+00 1.237365220879858185e+01 3.530523776100524813e-03
1.210629224777221680e+00 1.233368795274333962e+01 -8.345808221226924672e-02
1.155940532684326172e+00 1.227132437824680977e+01 -4.126930519936888864e-02
1.064386010169982910e+00 1.228414807439643397e+01 6.691562461500488723e-02
1.502516746520996094e+00 1.212695976999930281e+01 -3.812928294557111908e-01
1.350120782852172852e+00 1.182404310003590808e+01 -2.245397952153442844e-01
1.093526601791381836e+00 1.173283343470291840e+01 4.212237189800194237e-02
8.796911239624023438e-01 1.186785849642123480e+01 2.279308509801607485e-01
1.418002128601074219e+00 1.183274092459172522e+01 -2.981679019878116232e-01
1.195255875587463379e+00 1.163906122867640391e+01 -8.919113221495944543e-02
1.024610757827758789e+00 1.164525602218030542e+01 1.015779774090967980e-01
9.667413234710693359e-01 1.177119926648664006e+01 1.503123259008340984e-01
1.491245985031127930e+00 1.165134273653485053e+01 -3.900277699902043871e-01
1.277577877044677734e+00 1.136249970814895960e+01 -1.876604325487936098e-01
1.100075006484985352e+00 1.126309263034200825e+01 -1.115157729789717500e-02
8.930688500404357910e-01 1.135103353461319386e+01 1.870307036312497395e-01
1.351928234100341797e+00 1.130659698665155588e+01 -2.759057665078072930e-01
1.149759769439697266e+00 1.113172487500922614e+01 -7.384036412548722339e-02
1.002259612083435059e+00 1.113116716806529638e+01 7.272888414417644221e-02
7.629151940345764160e-01 1.132351139802168660e+01 3.119596353732465577e-01
1.258530855178833008e+00 1.138695228637469370e+01 -1.850776798533029233e-01
1.102517485618591309e+00 1.127321289551979078e+01 -4.240360525158681781e-02
9.370174407958984375e-01 1.132007468147327245e+01 1.361277732050023559e-01
7.912884950637817383e-01 1.152954878312340270e+01 2.828241255832297796e-01
1.236304283142089844e+00 1.159490658097158189e+01 -1.521057880732019640e-01
9.814971089363098145e-01 1.156951888495372316e+01 1.013329590372058497e-01
8.520677089691162109e-01 1.173171753891843139e+01 2.230642892875773775e-01
1.338739156723022461e+00 1.170990603818036391e+01 -2.666906286238104329e-01
1.145734548568725586e+00 1.153861371302220107e+01 -7.589354485535859673e-02
1.082257986068725586e+00 1.148706063069435857e+01 -2.721595766042872455e-02
9.406599402427673340e-01 1.153517264431334866e+01 1.234407597587829919e-01
8.123279213905334473e-01 1.172524941393511710e+01 2.567080111131634368e-01
1.279491186141967773e+00 1.174837407046517512e+01 -2.104656717964898949e-01
1.141354322433471680e+00 1.160699510548121793e+01 -7.228510561404855039e-02
8.768986463546752930e-01 1.167440520163512474e+01 2.071018408524563092e-01
1.251104593276977539e+00 1.169782649741235048e+01 -1.602565074843462778e-01
9.979115724563598633e-01 1.166303464368920118e+01 9.068007180469939144e-02
7.878679037094116211e-01 1.186002577746442910e+01 3.033045799315514657e-01
1.353655934333801270e+00 1.187492373699321035e+01 -2.735072303625114554e-01
1.146531224250793457e+00 1.170531858580642393e+01 -6.570712512692056251e-02
9.400424957275390625e-01 1.174304734345287216e+01 1.411692895821197169e-01
6.268039941787719727e-01 1.204664727641885236e+01 4.660328413263346015e-01
1.067772269248962402e+00 1.228801472789213278e+01 1.670587631749587132e-02
8.435096144676208496e-01 1.242057785905907963e+01 2.484239026904482284e-01
1.313300609588623047e+00 1.243307520601088356e+01 -2.234248576477839698e-01
1.148174047470092773e+00 1.228881784084543938e+01 -6.509297212464226767e-02
9.748455882072448730e-01 1.231144393383736713e+01 1.103418798530444445e-01
7.562849521636962891e-01 1.253051351724174367e+01 3.277916245144436580e-01
1.291473150253295898e+00 1.259498070088619670e+01 -1.988553498769034533e-01
1.133705735206604004e+00 1.247825653331916840e+01 -3.458571349047701027e-02
9.973217248916625977e-01 1.250647841510082969e+01 9.102923863521161785e-02
6.811556816101074219e-01 1.275957925581299435e+01 4.151770919514041758e-01
1.228503227233886719e+00 1.289362474113720225e+01 -1.470923201860547813e-01
1.117552518844604492e+00 1.280373282430046800e+01 -3.269318241747254383e-02
9.960018396377563477e-01 1.283113984564623422e+01 8.750877482977381661e-02
7.346005439758300781e-01 1.304296682550496200e+01 3.361488803756567112e-01
1.266955375671386719e+00 1.311786431972518585e+01 -1.863534150980581394e-01
1.084341049194335938e+00 1.303046945186062544e+01 1.157035508915993383e-02
9.530396461486816406e-01 1.310182711829422431e+01 1.311483156381401116e-01
1.327808976173400879e+00 1.304400964114554995e+01 -2.467786207731843540e-01
1.200543403625488281e+00 1.286543019675717403e+01 -1.103818177243349741e-01
1.002873778343200684e+00 1.284914912542409127e+01 7.781741008167308848e-02
8.415895700454711914e-01 1.300509986606904533e+01 2.340878859054871253e-01
1.255447149276733398e+00 1.303810929098271743e+01 -1.680751157519131400e-01
1.009168744087219238e+00 1.300063058081313727e+01 9.311972197067852619e-02
8.127510547637939453e-01 1.320135318635104227e+01 3.083203631056878891e-01
1.342177629470825195e+00 1.324115481954341078e+01 -2.287232956040015086e-01
1.055094957351684570e+00 1.316205277394875850e+01 7.052444962344006640e-02
8.201199769973754883e-01 1.335499377457917092e+01 3.153562403351946042e-01
1.342764854431152344e+00 1.341126412130935819e+01 -2.028128050611639477e-01
1.089628458023071289e+00 1.332809164376597266e+01 3.646284318423220761e-02
8.465061783790588379e-01 1.348083528598607472e+01 2.690317726272659637e-01
1.359085440635681152e+00 1.349137221605148795e+01 -2.479526076830445014e-01
1.220717906951904297e+00 1.331460432979586983e+01 -1.055830456189013056e-01
9.708243608474731445e-01 1.334765452726026069e+01 1.716847518498600955e-01
1.308709144592285156e+00 1.335162405890795867e+01 -1.637381783692217763e-01
1.111648321151733398e+00 1.328922923640183740e+01 3.895544749576895782e-02
9.885346293449401855e-01 1.338529909043020893e+01 1.531905190486670953e-01
1.066332936286926270e+00 1.350043817019893311e+01 7.709068032567745199e-02
9.051250815391540527e-01 1.366758717367326881e+01 2.572001144609523671e-01
1.321916818618774414e+00 1.371184359441386391e+01 -1.686936506767322541e-01
1.141566514968872070e+00 1.364124130289229697e+01 2.749145181938383864e-02
9.802292585372924805e-01 1.375210248232932031e+01 1.942307878453972680e-01
1.458585262298583984e+00 1.371372362088288810e+01 -2.709907757147824725e-01
1.197975873947143555e+00 1.357051393765411262e+01 -1.543455120727355023e-02
1.039929509162902832e+00 1.363610092944091434e+01 1.466029319442521128e-01
8.700441122055053711e-01 1.387814622351254457e+01 3.374871793618450244e-01
1.400593996047973633e+00 1.395042654056564402e+01 -1.929195119075399756e-01
1.133589982986450195e+00 1.388543738516244730e+01 6.293690956674247161e-02
9.829670190811157227e-01 1.402114845881811789e+01 2.084901253254707321e-01
1.476184844970703125e+00 1.398862756701404919e+01 -2.735315513057361425e-01
1.276703357696533203e+00 1.381353998583506382e+01 -7.663264379761680622e-02
1.095538616180419922e+00 1.383617518051744355e+01 1.219144772541471688e-01
9.016170501708984375e-01 1.405851076699121904e+01 3.227628945764848822e-01
1.332361221313476562e+00 1.417073087097077178e+01 -9.832268661737098014e-02
1.184871077537536621e+00 1.414974008222770863e+01 5.635124192083651451e-02
9.878418445587158203e-01 1.430050787013647096e+01 2.451703864098158103e-01
1.412436485290527344e+00 1.432491328826898780e+01 -1.963693253065112998e-01
